CHEKLIST	NAME	LABEL	DESCRIPTION	MANDATORY	VALUE	UNIT	REGEX_VALUE
ERC000017	organism count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	optional			
ERC000017	sample storage duration	sample storage duration	duration for which sample was stored	optional		days@hours@months@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	sample storage temperature	sample storage temperature	temperature at which sample was stored, e.g. -80	optional		°C	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	sample storage location	sample storage location	location at which sample was stored, usually name of a specific freezer/room	optional			
ERC000017	dermatology disorder	dermatology disorder	"history of dermatology disorders; can include multiple disorders"	optional			
ERC000017	host disease status	host disease status	"list of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text"	optional			
ERC000017	host subject id	host subject id	a unique identifier by which each subject can be referred to, de-identified, e.g. #131	optional			
ERC000017	IHMC medication code	IHMC medication code	can include multiple medication codes	optional	01=1=Analgesics/NSAIDS@02=2=Anesthetics@03=3=Antacids/H2 antagonists@04=4=Anti-acne@05=5=Anti-asthma/bronchodilators@06=6=Anti-cholesterol/Anti-hyperlipidemic@07=7=Anti-coagulants@08=8=Antibiotics/(anti)-infectives, parasitics, microbials@09=9=Antidepressants/mood-altering drugs@10=10=Antihistamines/ Decongestants@11=11=Antihypertensives@12=12=Cardiovascular, other than hyperlipidemic/HTN@13=13=Contraceptives (oral, implant, injectable)@14=14=Emergency/support medications@15=15=Endocrine/Metabolic agents@16=16=GI meds (anti-diarrheal, emetic, spasmodics)@17=17=Herbal/homeopathic products@18=18=Hormones/steroids@19=19=OTC cold & flu@20=20=Vaccine prophylaxis@21=21=Vitamins, minerals, food supplements@99=99=Other		
ERC000017	host age	host age	"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees"	optional		centuries@days@decades@hours@minutes@months@seconds@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	host body site	host body site	name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA	optional			
ERC000017	host height	host height	the height of subject	optional		cm@m@mm	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	host body-mass index	host body-mass index	body mass index, calculated as weight/(height)squared	optional		kg/m2	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	IHMC ethnicity	IHMC ethnicity	ethnicity of the subject	optional			
ERC000017	host occupation	host occupation	most frequent job performed by subject	optional	01=01 Accounting/Finance@02=02 Advertising/Public Relations@03=03 Arts/Entertainment/Publishing@04=04 Automotive@05=05 Banking/ Mortgage@06=06 Biotech@07=07 Broadcast/Journalism@08=08 Business Development@09=09 Clerical/Administrative@10=10 Construction/Trades@11=11 Consultant@12=12 Customer Services@13=13 Design@14=14 Education@15=15 Engineering@16=16 Entry Level@17=17 Executive@18=18 Food Service@19=19 Government@20=20 Grocery@21=21 Healthcare@22=22 Hospitality@23=23 Human Resources@24=24 Information Technology@25=25 Insurance@26=26 Law/Legal@27=27 Management@28=28 Manufacturing@29=29 Marketing@30=30 Pharmaceutical@31=31 Professional Services@32=32 Purchasing@33=33 Quality Assurance (QA)@34=34 Research@35=35 Restaurant@36=36 Retail@37=37 Sales@38=38 Science@39=39 Security/Law Enforcement@40=40 Shipping/Distribution@41=41 Strategy@42=42 Student@43=43 Telecommunications@44=44 Training@45=45 Transportation@46=46 Warehouse@47=47 Other@99=99 Unknown/Refused		
ERC000017	host total mass	host total mass	total mass of the host at collection, the unit depends on host	optional		g@kg	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	host phenotype	host phenotype	phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO	optional			
ERC000017	host body temperature	host body temperature	core body temperature of the host when sample was collected	optional		ºC	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	host sex	host sex	Gender or sex of the host.	optional	female@hermaphrodite@male@neuter@not applicable@not collected@not provided@other@restricted access		
ERC000017	temperature	temperature	temperature of the sample at time of sampling	optional		ºC	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	sample salinity	sample salinity	salinity of sample, i.e. measure of total salt concentration	optional		psu	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	miscellaneous parameter	miscellaneous parameter	Any other measurement performed or parameter collected, that is not listed here	optional			
ERC000017	time since last wash	time since last wash	specification of the time since last wash	optional		hours@minutes	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000017	dominant hand	dominant hand	dominant hand of the subject	optional	ambidextrous@left@right		
ERC000017	host diet	host diet	"type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, Mediterranean etc.; can include multiple diet types"	optional			
ERC000017	host last meal	host last meal	"content of last meal and time since feeding; can include multiple values"	optional			
ERC000017	host family relationship	host family relationship	"relationships to other hosts in the same study; can include multiple relationships"	optional			
ERC000017	host genotype	host genotype	observed genotype	optional			
ERC000017	host pulse	host pulse	resting pulse, measured as beats per minute	optional		bpm	[+-]?[0-9]+
ERC000017	subspecific genetic lineage	subspecific genetic lineage	This should provide further information about the genetic distinctness of this lineage by recording additional information i.e biovar, serovar, serotype, biovar, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information	optional			
ERC000017	trophic level	trophic level	Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph)	optional	autotroph@carboxydotroph@chemoautotroph@chemoheterotroph@chemolithoautotroph@chemolithotroph@chemoorganoheterotroph@chemoorganotroph@chemosynthetic@chemotroph@copiotroph@diazotroph@facultative autotroph@heterotroph@lithoautotroph@lithoheterotroph@lithotroph@methanotroph@methylotroph@mixotroph@obligate chemoautolithotroph@oligotroph@organoheterotroph@organotroph@photoautotroph@photoheterotroph@photolithoautotroph@photolithotroph@photosynthetic@phototroph		
ERC000017	relationship to oxygen	relationship to oxygen	Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments	optional	aerobe@anaerobe@facultative@microaerophilic@microanaerobe@obligate aerobe@obligate anaerobe		
ERC000017	known pathogenicity	known pathogenicity	To what is the entity pathogenic, for instance plant, fungi, bacteria	optional			
ERC000017	encoded traits	encoded traits	Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids, converting genes for phage	optional			
ERC000017	observed biotic relationship	observed biotic relationship	Is it free-living or in a host and if the latter what type of relationship is observed	optional	commensal@free living@mutualism@parasite@symbiont		
ERC000017	chemical administration	chemical administration	"list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v111), please see http://purl.bioontology.org/ontology/CHEBI"	optional			
ERC000017	perturbation	perturbation	"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"	optional			
ERC000018	project name	project name	Name of the project within which the sequencing was organized	mandatory			
ERC000018	experimental factor	experimental factor	"Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.43) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI"	optional			
ERC000018	ploidy	ploidy	The ploidy level of the genome (e.g. allopolyploid, haploid, diploid, triploid, tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms, please select terms listed under class ploidy (PATO:001374) of Phenotypic Quality Ontology (PATO), and for a browser of PATO (v 2013-10-28) please refer to http://purl.bioontology.org/ontology/PATO. Mandatory for MIGS of eukaryotes.	optional			
ERC000018	number of replicons	number of replicons	Reports the number of replicons in a nuclear genome of eukaryotes, in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote. Mandatory for MIGS of eukaryotes, bacteria, archaea and segmented virus.	optional			[+-]?[0-9]+
ERC000018	extrachromosomal elements	extrachromosomal elements	Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids).	optional			[+-]?[0-9]+
ERC000018	estimated size	estimated size	The estimated size of the genome (in bp) prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period. Mandatory for MIGS of eukaryotes.	optional			[+-]?[0-9]+
ERC000018	reference for biomaterial	reference for biomaterial	"Primary publication if isolated before genome publication; otherwise, primary genome report. Mandatory for MIGS of bacteria and archaea."	optional			
ERC000018	finishing strategy	finishing strategy	Was the genome project intended to produce a complete or draft genome, Coverage, the fold coverage of the sequencing expressed as 2x, 3x, 18x etc, and how many contigs were produced for the genome. Mandatory for MIGS of eukaryote, bacteria and archaea.	optional			
ERC000018	annotation source	annotation source	For cases where annotation was provided by a community jamboree or model organism database rather than by a specific submitter	optional			
ERC000018	sample volume or weight for DNA extraction	sample volume or weight for DNA extraction	Volume (mL) or weight (g) of sample processed for DNA extraction	optional		g@mL@mg@ng	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	nucleic acid extraction	nucleic acid extraction	Link to a literature reference, electronic resource or a standard operating procedure (SOP)	optional			
ERC000018	nucleic acid amplification	nucleic acid amplification	Link to a literature reference, electronic resource or a standard operating procedure (SOP)	optional			
ERC000018	library size	library size	Total number of clones in the library prepared for the project	optional			[+-]?[0-9]+
ERC000018	library reads sequenced	library reads sequenced	Total number of clones sequenced from the library	optional			[+-]?[0-9]+
ERC000018	library construction method	library construction method	Library construction method used for clone libraries	optional			
ERC000018	library vector	library vector	Cloning vector type(s) used in construction of libraries	optional			
ERC000018	library screening strategy	library screening strategy	Specific enrichment or screening methods applied before and/or after creating clone libraries in order to select a specific group of sequences	optional			
ERC000018	target gene	target gene	Targeted gene or locus name for marker gene studies	optional			
ERC000018	target subfragment	target subfragment	Name of subfragment of a gene or locus. Important to e.g. identify special regions on marker genes like V6 on 16S rRNA	optional			
ERC000018	pcr primers	pcr primers	PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters	optional			
ERC000018	multiplex identifiers	multiplex identifiers	Molecular barcodes, called Multiplex Identifiers (MIDs), that are used to specifically tag unique samples in a sequencing run. Sequence should be reported in uppercase letters	optional			
ERC000018	adapters	adapters	"Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters"	optional			
ERC000018	pcr conditions	pcr conditions	"Description of reaction conditions and components for PCR in the form of 'initial denaturation:94degC_1.5min; annealing=...'"	optional			
ERC000018	sequencing method	sequencing method	"Sequencing method used; e.g. Sanger, pyrosequencing, ABI-solid"	mandatory			
ERC000018	sequence quality check	sequence quality check	Indicate if the sequence has been called by automatic systems (none) or undergone a manual editing procedure (e.g. by inspecting the raw data or chromatograms). Applied only for sequences that are not submitted to SRA or DRA	optional	manual@none@software		
ERC000018	chimera check	chimera check	A chimeric sequence, or chimera for short, is a sequence comprised of two or more phylogenetically distinct parent sequences. Chimeras are usually PCR artifacts thought to occur when a prematurely terminated amplicon reanneals to a foreign DNA strand and is copied to completion in the following PCR cycles. The point at which the chimeric sequence changes from one parent to the next is called the breakpoint or conversion point	optional			
ERC000018	relevant electronic resources	relevant electronic resources	-	optional			
ERC000018	relevant standard operating procedures	relevant standard operating procedures	Standard operating procedures used in assembly and/or annotation of genomes, metagenomes or environmental sequences	optional			
ERC000018	investigation type	investigation type	Nucleic Acid Sequence Report is the root element of all MIxS compliant reports as standardised by Genomic Standards Consortium	mandatory	bacteria_archaea@eukaryote@metagenome@metagenome-assembled genome@metatranscriptome@mimarks-specimen@mimarks-survey@organelle@plasmid@single amplified genome@uncultivated viral genomes@virus		
ERC000018	collection date	collection date	"The date of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid ISO8601 compliant times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008."	mandatory			(^[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?(/[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?)?$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000018	geographic location (country and/or sea)	geographic location (country and/or sea)	The geographical origin of the sample as defined by the country or sea. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html).	mandatory	Afghanistan@Albania@Algeria@American Samoa@Andorra@Angola@Anguilla@Antarctica@Antigua and Barbuda@Arctic Ocean@Argentina@Armenia@Aruba@Ashmore and Cartier Islands@Atlantic Ocean@Australia@Austria@Azerbaijan@Bahamas@Bahrain@Baker Island@Baltic Sea@Bangladesh@Barbados@Bassas da India@Belarus@Belgium@Belize@Benin@Bermuda@Bhutan@Bolivia@Borneo@Bosnia and Herzegovina@Botswana@Bouvet Island@Brazil@British Virgin Islands@Brunei@Bulgaria@Burkina Faso@Burundi@Cambodia@Cameroon@Canada@Cape Verde@Cayman Islands@Central African Republic@Chad@Chile@China@Christmas Island@Clipperton Island@Cocos Islands@Colombia@Comoros@Cook Islands@Coral Sea Islands@Costa Rica@Cote d'Ivoire@Croatia@Cuba@Curacao@Cyprus@Czech Republic@Democratic Republic of the Congo@Denmark@Djibouti@Dominica@Dominican Republic@East Timor@Ecuador@Egypt@El Salvador@Equatorial Guinea@Eritrea@Estonia@Ethiopia@Europa Island@Falkland Islands (Islas Malvinas)@Faroe Islands@Fiji@Finland@France@French Guiana@French Polynesia@French Southern and Antarctic Lands@Gabon@Gambia@Gaza Strip@Georgia@Germany@Ghana@Gibraltar@Glorioso Islands@Greece@Greenland@Grenada@Guadeloupe@Guam@Guatemala@Guernsey@Guinea@Guinea-Bissau@Guyana@Haiti@Heard Island and McDonald Islands@Honduras@Hong Kong@Howland Island@Hungary@Iceland@India@Indian Ocean@Indonesia@Iran@Iraq@Ireland@Isle of Man@Israel@Italy@Jamaica@Jan Mayen@Japan@Jarvis Island@Jersey@Johnston Atoll@Jordan@Juan de Nova Island@Kazakhstan@Kenya@Kerguelen Archipelago@Kingman Reef@Kiribati@Kosovo@Kuwait@Kyrgyzstan@Laos@Latvia@Lebanon@Lesotho@Liberia@Libya@Liechtenstein@Lithuania@Luxembourg@Macau@Macedonia@Madagascar@Malawi@Malaysia@Maldives@Mali@Malta@Marshall Islands@Martinique@Mauritania@Mauritius@Mayotte@Mediterranean Sea@Mexico@Micronesia@Midway Islands@Moldova@Monaco@Mongolia@Montenegro@Montserrat@Morocco@Mozambique@Myanmar@Namibia@Nauru@Navassa Island@Nepal@Netherlands@New Caledonia@New Zealand@Nicaragua@Niger@Nigeria@Niue@Norfolk Island@North Korea@North Sea@Northern Mariana Islands@Norway@Oman@Pacific Ocean@Pakistan@Palau@Palmyra Atoll@Panama@Papua New Guinea@Paracel Islands@Paraguay@Peru@Philippines@Pitcairn Islands@Poland@Portugal@Puerto Rico@Qatar@Republic of the Congo@Reunion@Romania@Ross Sea@Russia@Rwanda@Saint Helena@Saint Kitts and Nevis@Saint Lucia@Saint Pierre and Miquelon@Saint Vincent and the Grenadines@Samoa@San Marino@Sao Tome and Principe@Saudi Arabia@Senegal@Serbia@Seychelles@Sierra Leone@Singapore@Sint Maarten@Slovakia@Slovenia@Solomon Islands@Somalia@South Africa@South Georgia and the South Sandwich Islands@South Korea@Southern Ocean@Spain@Spratly Islands@Sri Lanka@Sudan@Suriname@Svalbard@Swaziland@Sweden@Switzerland@Syria@Taiwan@Tajikistan@Tanzania@Tasman Sea@Thailand@Togo@Tokelau@Tonga@Trinidad and Tobago@Tromelin Island@Tunisia@Turkey@Turkmenistan@Turks and Caicos Islands@Tuvalu@USA@Uganda@Ukraine@United Arab Emirates@United Kingdom@Uruguay@Uzbekistan@Vanuatu@Venezuela@Viet Nam@Virgin Islands@Wake Island@Wallis and Futuna@West Bank@Western Sahara@Yemen@Zambia@Zimbabwe@not applicable@not collected@not provided@restricted access		
ERC000018	geographic location (latitude)	geographic location (latitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	mandatory		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000018	geographic location (longitude)	geographic location (longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	mandatory		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000018	geographic location (region and locality)	geographic location (region and locality)	The geographical origin of the sample as defined by the specific region name followed by the locality name.	optional			
ERC000018	human vaginal environmental package	human vaginal environmental package	MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. All environmental packages listed here are further defined in separate subtables. By giving the name of the environmental package, a selection of fields can be made from the subtables and can be reported	mandatory	human-vaginal		
ERC000018	environment (biome)	environment (biome)	Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	mandatory			
ERC000018	environment (feature)	environment (feature)	Environmental feature level includes geographic environmental features. Compared to biome, feature is a descriptor of the more local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	mandatory			
ERC000018	environment (material)	environment (material)	The environmental material level refers to the material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Environmental material terms are generally mass nouns. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	mandatory			
ERC000018	source material identifiers	source material identifiers	A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain 'UAM:Herps:14' , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).	optional			
ERC000018	sample collection device or method	sample collection device or method	The method or deviced employed for collecting the sample	optional			
ERC000018	sample material processing	sample material processing	Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI	optional			
ERC000018	isolation and growth condition	isolation and growth condition	Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material. Mandatory for MIGS and MIMARKS Specimen.	optional			
ERC000018	propagation	propagation	This field is specific to different taxa. For plants: sexual/asexual, for phages: lytic/lysogenic, for plasmids: incompatibility group (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice. Mandatory for MIGS of eukaryotes, plasmids and viruses.	optional			
ERC000018	amount or size of sample collected	amount or size of sample collected	Amount or size of sample (volume, mass or area) that was collected	optional		L@g@kg@m2@m3	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	host body product	host body product	substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA	optional			
ERC000018	medical history performed	medical history performed	whether full medical history was collected	optional	No@Yes		
ERC000018	oxygenation status of sample	oxygenation status of sample	oxygenation status of sample	optional	aerobic@anaerobic		
ERC000018	organism count	organism count	"total count of any organism per gram or volume of sample, should include name of organism followed by count; can include multiple organism counts"	optional			
ERC000018	sample storage duration	sample storage duration	duration for which sample was stored	optional		days@hours@months@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	sample storage temperature	sample storage temperature	temperature at which sample was stored, e.g. -80	optional		°C	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	sample storage location	sample storage location	location at which sample was stored, usually name of a specific freezer/room	optional			
ERC000018	gynecological disorder	gynecological disorder	"history of gynecological disorders; can include multiple disorders"	optional			
ERC000018	urogenital disorder	urogenital disorder	history of urogenital disorders, can include multiple disorders	optional			
ERC000018	host disease status	host disease status	"list of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text"	optional			
ERC000018	host subject id	host subject id	a unique identifier by which each subject can be referred to, de-identified, e.g. #131	optional			
ERC000018	IHMC medication code	IHMC medication code	can include multiple medication codes	optional	01=1=Analgesics/NSAIDS@02=2=Anesthetics@03=3=Antacids/H2 antagonists@04=4=Anti-acne@05=5=Anti-asthma/bronchodilators@06=6=Anti-cholesterol/Anti-hyperlipidemic@07=7=Anti-coagulants@08=8=Antibiotics/(anti)-infectives, parasitics, microbials@09=9=Antidepressants/mood-altering drugs@10=10=Antihistamines/ Decongestants@11=11=Antihypertensives@12=12=Cardiovascular, other than hyperlipidemic/HTN@13=13=Contraceptives (oral, implant, injectable)@14=14=Emergency/support medications@15=15=Endocrine/Metabolic agents@16=16=GI meds (anti-diarrheal, emetic, spasmodics)@17=17=Herbal/homeopathic products@18=18=Hormones/steroids@19=19=OTC cold & flu@20=20=Vaccine prophylaxis@21=21=Vitamins, minerals, food supplements@99=99=Other		
ERC000018	host age	host age	"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees"	optional		centuries@days@decades@hours@minutes@months@seconds@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	host body site	host body site	name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA	optional			
ERC000018	host height	host height	the height of subject	optional		cm@m@mm	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	host body-mass index	host body-mass index	body mass index, calculated as weight/(height)squared	optional		kg/m2	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	IHMC ethnicity	IHMC ethnicity	ethnicity of the subject	optional			
ERC000018	host occupation	host occupation	most frequent job performed by subject	optional	01=01 Accounting/Finance@02=02 Advertising/Public Relations@03=03 Arts/Entertainment/Publishing@04=04 Automotive@05=05 Banking/ Mortgage@06=06 Biotech@07=07 Broadcast/Journalism@08=08 Business Development@09=09 Clerical/Administrative@10=10 Construction/Trades@11=11 Consultant@12=12 Customer Services@13=13 Design@14=14 Education@15=15 Engineering@16=16 Entry Level@17=17 Executive@18=18 Food Service@19=19 Government@20=20 Grocery@21=21 Healthcare@22=22 Hospitality@23=23 Human Resources@24=24 Information Technology@25=25 Insurance@26=26 Law/Legal@27=27 Management@28=28 Manufacturing@29=29 Marketing@30=30 Pharmaceutical@31=31 Professional Services@32=32 Purchasing@33=33 Quality Assurance (QA)@34=34 Research@35=35 Restaurant@36=36 Retail@37=37 Sales@38=38 Science@39=39 Security/Law Enforcement@40=40 Shipping/Distribution@41=41 Strategy@42=42 Student@43=43 Telecommunications@44=44 Training@45=45 Transportation@46=46 Warehouse@47=47 Other@99=99 Unknown/Refused		
ERC000018	host total mass	host total mass	total mass of the host at collection, the unit depends on host	optional		g@kg	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	host phenotype	host phenotype	phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO	optional			
ERC000018	host body temperature	host body temperature	core body temperature of the host when sample was collected	optional		ºC	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	host sex	host sex	Gender or sex of the host.	optional	female@hermaphrodite@male@neuter@not applicable@not collected@not provided@other@restricted access		
ERC000018	temperature	temperature	temperature of the sample at time of sampling	optional		ºC	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	sample salinity	sample salinity	salinity of sample, i.e. measure of total salt concentration	optional		psu	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000018	miscellaneous parameter	miscellaneous parameter	Any other measurement performed or parameter collected, that is not listed here	optional			
ERC000018	menarche	menarche	date of most recent menstruation	optional			
ERC000018	sexual activity	sexual activity	current sexual partner and frequency of sex	optional			
ERC000018	pregnancy	pregnancy	date due of pregnancy	optional			
ERC000018	douche	douche	date of most recent douche	optional			
ERC000018	birth control	birth control	specification of birth control medication used	optional			
ERC000018	menopause	menopause	date of onset of menopause	optional			
ERC000018	HRT	HRT	whether subject had hormone replacement theraphy, and if yes start date	optional			
ERC000018	hysterectomy	hysterectomy	specification of whether hysterectomy was performed	optional	No@Yes		
ERC000018	host diet	host diet	"type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, Mediterranean etc.; can include multiple diet types"	optional			
ERC000018	host last meal	host last meal	"content of last meal and time since feeding; can include multiple values"	optional			
ERC000018	host family relationship	host family relationship	"relationships to other hosts in the same study; can include multiple relationships"	optional			
ERC000018	host genotype	host genotype	observed genotype	optional			
ERC000018	host pulse	host pulse	resting pulse, measured as beats per minute	optional		bpm	[+-]?[0-9]+
ERC000018	subspecific genetic lineage	subspecific genetic lineage	This should provide further information about the genetic distinctness of this lineage by recording additional information i.e biovar, serovar, serotype, biovar, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative taxonomic information	optional			
ERC000018	trophic level	trophic level	Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph)	optional	autotroph@carboxydotroph@chemoautotroph@chemoheterotroph@chemolithoautotroph@chemolithotroph@chemoorganoheterotroph@chemoorganotroph@chemosynthetic@chemotroph@copiotroph@diazotroph@facultative autotroph@heterotroph@lithoautotroph@lithoheterotroph@lithotroph@methanotroph@methylotroph@mixotroph@obligate chemoautolithotroph@oligotroph@organoheterotroph@organotroph@photoautotroph@photoheterotroph@photolithoautotroph@photolithotroph@photosynthetic@phototroph		
